"listing_id","avg_sentiment","review_count","complaint_counts","top_complaint","top_complaint_n","example_snippet","complaint_snippets"
"21853","0.5557212121212121","33","{""wifi"": 1}","wifi","1.0","No tuve problemas con el internet.","{""wifi"": ""No tuve problemas con el internet.""}"
"30320","0.6873919075144509","173","{""wifi"": 1}","wifi","1.0","El unico detalle es que el internet no funciona en todas las zonas del departamento.","{""wifi"": ""El unico detalle es que el internet no funciona en todas las zonas del departamento.""}"
"30959","0.4408875","8","","","","",""
"40916","0.406877358490566","53","{""maintenance"": 1, ""wifi"": 1}","maintenance","1.0","The apartment was really well located, one block away form Puerta del Sol wich is the most important metro station.","{""maintenance"": ""The apartment was really well located, one block away form Puerta del Sol wich is the most important metro station."", ""wifi"": ""Another thing (Maybe Lustina is already working on it) is that the internet acces did't work very well and cut averytime.""}"
"62423","0.4284309236947791","249","","","","",""
"70059","0.4474890625","64","","","","",""
"70073","0.3893222222222222","36","{""wifi"": 1, ""maintenance"": 2, ""comfort"": 2}","maintenance","2.0","- it’s difficult to end a shower with warm water.","{""wifi"": ""sembra matrimoniale dalle foto, in realt\u00e0 sono due singoli vicini e questo \u00e8 molto scomodo..l'altra cosa molto scomoda almeno per me \u00e9 il fatto che non c'\u00e8 ascensore quindi 3 piani a piedi con valigie, spesa, bottiglie d'acqua e un po faticoso..per il resto ok e anche internet funziona bene.."", ""maintenance"": ""- it\u2019s difficult to end a shower with warm water."", ""comfort"": ""We stayed for 3 weeks at Raquel\u2019s place and these are our comments: PROS: - Location  CONS: - The bed was small, thin, lower in the middle and overall uncomfortable.""}"
"70310","0.43667741935483867","31","","","","",""
"72150","0.6273082706766917","133","{""cleanliness"": 1, ""maintenance"": 1, ""accuracy"": 1, ""comfort"": 1}","cleanliness","1.0","Bedsheets were smelling mouldy, there was no soap even to wash our hands,  bathmat looked old and unclean, there was not even a packet of tea or coffee, heaters were not working.","{""cleanliness"": ""Bedsheets were smelling mouldy, there was no soap even to wash our hands,  bathmat looked old and unclean, there was not even a packet of tea or coffee, heaters were not working."", ""maintenance"": ""Bedsheets were smelling mouldy, there was no soap even to wash our hands,  bathmat looked old and unclean, there was not even a packet of tea or coffee, heaters were not working."", ""accuracy"": ""The apartment simply didn't feel fresh and clean but rather neglected and empty which is not what is being expected from a Airbnb experience."", ""comfort"": ""There is an extra fee for bedsheets but there was no blankets and we were freezing on the first night.""}"
"82481","0.6446314285714286","105","","","","",""
"84719","0.7439373626373627","182","","","","",""
"86042","0.7244575107296137","233","","","","",""
"100411","-0.05853333333333335","3","","","","",""
"120293","0.41583507462686564","402","{""wifi"": 2}","wifi","2.0","Lo unico dificil fue que en l reserva no aclaraba el piso y numero, por lo tanto tuve que conectarme en wifi de un bar que esta abajo y mandar un mensaje.","{""wifi"": ""Lo unico dificil fue que en l reserva no aclaraba el piso y numero, por lo tanto tuve que conectarme en wifi de un bar que esta abajo y mandar un mensaje.""}"
"136058","0.5252969072164948","97","","","","",""
"163429","0.75015","8","","","","",""
"167183","0.3269326923076923","52","{""maintenance"": 1}","maintenance","1.0","But she didn’t told us the main thing- not having hot water to shower, after a long day.","{""maintenance"": ""But she didn\u2019t told us the main thing- not having hot water to shower, after a long day.""}"
"199016","0.4719805555555555","72","{""cleanliness"": 1, ""wifi"": 1}","cleanliness","1.0","Also, there was so much dust in the bedroom I was staying in I had to leave early - my allergies and asthma flared up so badly.","{""cleanliness"": ""Also, there was so much dust in the bedroom I was staying in I had to leave early - my allergies and asthma flared up so badly."", ""wifi"": ""Santi foi solicito e me ajudou com um problema de internet no celular assim que eu cheguei.""}"
"199201","0.682147533632287","223","{""wifi"": 1}","wifi","1.0","Las tres estancias destinadas a los huéspedes están muy separadas una de otras y por respeto, para no  alterar los ritmos y la tranquilidad de la casa, uno tiende a quedarse más en la habitación, donde la conexión a internet es intermitente y por momentos inexistente.","{""wifi"": ""Las tres estancias destinadas a los hu\u00e9spedes est\u00e1n muy separadas una de otras y por respeto, para no  alterar los ritmos y la tranquilidad de la casa, uno tiende a quedarse m\u00e1s en la habitaci\u00f3n, donde la conexi\u00f3n a internet es intermitente y por momentos inexistente.""}"
"204570","0.7922514018691589","107","","","","",""
"205199","0.5612585561497326","374","{""cleanliness"": 1}","cleanliness","1.0","A pesar de encontrarse en pleno centro de Madrid es un apartamento súper silencioso que para el descanso se agradece muchísimo.Además Nuria ha sido un encanto amoldándose totalmente a nuestros horarios.","{""cleanliness"": ""A pesar de encontrarse en pleno centro de Madrid es un apartamento s\u00faper silencioso que para el descanso se agradece much\u00edsimo.Adem\u00e1s Nuria ha sido un encanto amold\u00e1ndose totalmente a nuestros horarios.""}"
"211444","0.6203047008547008","234","","","","",""
"221017","0.35892151898734176","79","{""wifi"": 1, ""cleanliness"": 1, ""maintenance"": 1}","wifi","1.0","Había Wifi para poder estar en contacto con el resto del mundo.","{""wifi"": ""Hab\u00eda Wifi para poder estar en contacto con el resto del mundo."", ""cleanliness"": ""They are scuffed & dirty."", ""maintenance"": ""The master bathtub is missing the knob for the shower; there is only a screw there and the maintenance person,Miriam came to show us how to work the broken knob to use shower.One bedroom has a broken door handle and will lock from both sides.My daughter got stuck inside and had to use a card to get ""}"
"225489","0.7415066666666666","30","{""cleanliness"": 1, ""maintenance"": 1, ""communication"": 1}","cleanliness","1.0","I felt ok at first but things rapidly took a turn when Eva started to be on my back about every little thing I did, how I used a pot, how I used paper, how I went to the bathroom, how I closed the bathroom door, how I used the cooker, how I drank coffee, when I went out, what color of preference I h","{""cleanliness"": ""I felt ok at first but things rapidly took a turn when Eva started to be on my back about every little thing I did, how I used a pot, how I used paper, how I went to the bathroom, how I closed the bathroom door, how I used the cooker, how I drank coffee, when I went out, what color of preference I h"", ""maintenance"": ""Eva went on a rant one morning about me using the toilet and leaving the lid (not the seat) up."", ""communication"": ""She was rude to the point of me feeling so unwelcome I had to exit the next day after the incident and go to a hotel.""}"
"229664","0.45969378330373","563","{""wifi"": 12, ""maintenance"": 7, ""comfort"": 2, ""cleanliness"": 1, ""accuracy"": 1}","wifi","12.0","The hot water in bathroom is unstable and either is the wifi.","{""wifi"": ""The hot water in bathroom is unstable and either is the wifi."", ""maintenance"": ""The hot water in the shower lasts at most 3 minutes."", ""comfort"": ""There is a mattress on the floor of the loft that can sleep two closely, and a couch for a third to sleep on."", ""cleanliness"": ""Apartment was in a mess: dirty floors, a lot of dust everywhere, the area that looks nice and bright working space in the pics is in reality a storage space for construction materials, laundry from previous guests and junk."", ""accuracy"": ""The kitchen has lots of equipment to use however the photos were not up to date - there was no small oven as the photos showed.""}"
"233011","0.2703103092783505","97","{""noise"": 1, ""maintenance"": 1, ""wifi"": 2, ""comfort"": 1}","wifi","2.0","Lastly, the wifi was terrible, so don't rely on it for work, etc.","{""noise"": ""Although this is not in the host's control, the street is extremely noisy so it may not be ideal for light sleepers."", ""maintenance"": ""The chair in the living room was also broken and the mattresses were just box springs on the floor."", ""wifi"": ""Lastly, the wifi was terrible, so don't rely on it for work, etc."", ""comfort"": ""The chair in the living room was also broken and the mattresses were just box springs on the floor.""}"
"256004","0.5431464285714286","224","{""wifi"": 2, ""cleanliness"": 1, ""comfort"": 2, ""noise"": 1, ""maintenance"": 3}","maintenance","3.0","Second, the large majority of light bulbs in the track lighting were broken (often with wires sticking out), making the whole place quite dark.","{""wifi"": ""El wifi no siempre funcionaba bien para los 7, pero serv\u00eda."", ""cleanliness"": ""The entire place smells musty and foul."", ""comfort"": ""The beds and pillows are old, saggy and extremely uncomfortable."", ""noise"": ""Third, the small street that the apartment looks over can be extremely noisy at night."", ""maintenance"": ""Second, the large majority of light bulbs in the track lighting were broken (often with wires sticking out), making the whole place quite dark.""}"
"258713","0.4662818181818182","88","{""wifi"": 1}","wifi","1.0","Auf ein Internet-Problem hat sie sofort reagiert und es war in wenigen Stunden behoben.","{""wifi"": ""Auf ein Internet-Problem hat sie sofort reagiert und es war in wenigen Stunden behoben.""}"
"260951","0.377654","150","{""noise"": 1}","noise","1.0","Very modern apartment, bedrooms are not super private but suited our needs despite one loud snorer in our group!","{""noise"": ""Very modern apartment, bedrooms are not super private but suited our needs despite one loud snorer in our group!""}"
"261878","0.7519876832844574","682","","","","",""
"263748","0.36907791411042945","163","{""noise"": 1, ""cleanliness"": 1}","noise","1.0","Only issue is poor noise isolation from clunking noises in the night (which are audible through heavy duty earplugs) which might disturb light sleepers.","{""noise"": ""Only issue is poor noise isolation from clunking noises in the night (which are audible through heavy duty earplugs) which might disturb light sleepers."", ""cleanliness"": ""There was a continuous smell of mold in the room.""}"
"281224","0.2910485507246377","138","{""wifi"": 1}","wifi","1.0","Pros: - Situación excelente - Limpieza - Wifi La casa en general está bien.","{""wifi"": ""Pros: - Situaci\u00f3n excelente - Limpieza - Wifi La casa en general est\u00e1 bien.""}"
"287660","0.9136363636363637","11","","","","",""
"289555","0.497379057591623","191","{""cleanliness"": 2, ""communication"": 1}","cleanliness","2.0","Not good as photo presented, not clean with some smell","{""cleanliness"": ""Not good as photo presented, not clean with some smell"", ""communication"": ""We found this host rude, arrogant and had no interest in his guests welfare.""}"
"310333","0.35621988950276245","181","{""comfort"": 1}","comfort","1.0","The beds are very uncomfortable.","{""comfort"": ""The beds are very uncomfortable.""}"
"336672","0.25208838383838383","198","{""wifi"": 1, ""cleanliness"": 1}","wifi","1.0","La WIFI et la Clim fonctionnent bien, la cuisine bien équipée.","{""wifi"": ""La WIFI et la Clim fonctionnent bien, la cuisine bien \u00e9quip\u00e9e."", ""cleanliness"": ""there was dirty, smell very bad, the sheets was dirty, all the house have a bad smell""}"
"336834","0.4050774647887324","71","{""accuracy"": 1}","accuracy","1.0","L'appartement correspond aux photos.","{""accuracy"": ""L'appartement correspond aux photos.""}"
"339144","0.7196476821192053","151","{""noise"": 1, ""wifi"": 1}","noise","1.0","The accommodation was adequate and centrally located, although very noisy, especially at night.","{""noise"": ""The accommodation was adequate and centrally located, although very noisy, especially at night."", ""wifi"": ""Ele estava muito limpo, banheiro com chuveiro muito bom, na cozinha havia tudo o que precis\u00e1vamos para nossas refei\u00e7\u00f5es, wifi com boa conex\u00e3o.""}"
"339171","0.6227902777777778","216","{""wifi"": 1}","wifi","1.0","A casa é realmente muito bem localizada e completa, passamos uma semana muito bem lá, internet ótima para trabalhar, casa iluminada e silenciosa, apesar de estar numa região muito movimentada.","{""wifi"": ""A casa \u00e9 realmente muito bem localizada e completa, passamos uma semana muito bem l\u00e1, internet \u00f3tima para trabalhar, casa iluminada e silenciosa, apesar de estar numa regi\u00e3o muito movimentada.""}"
"342095","0.5828851851851852","54","","","","",""
"345249","0.4700875","32","{""noise"": 1, ""maintenance"": 1, ""accuracy"": 2, ""communication"": 1}","accuracy","2.0","Description and photos were misleading to say the least.","{""noise"": ""Noisy with traffic from Paseo de la Castellana and not recommended for light sleepers."", ""maintenance"": ""The shower is not practical - short border which allows water to overflow easily."", ""accuracy"": ""Description and photos were misleading to say the least."", ""communication"": ""Initial communication was slow but improved and requests clearly made on the booking were ignored but remedied after check in.""}"
"354838","0.6607081081081081","37","{""cleanliness"": 1}","cleanliness","1.0","The curtains haven't Belén washed for years, drawers and dusty corners, the regular cleaning of floor and dust hasn't been done ...","{""cleanliness"": ""The curtains haven't Bel\u00e9n washed for years, drawers and dusty corners, the regular cleaning of floor and dust hasn't been done ...""}"
"361053","0.340728526645768","319","{""wifi"": 1, ""accuracy"": 1, ""comfort"": 1}","wifi","1.0","Tranquila y sin ruidos .Ana es muy  amable y servicial ; cuando surgió un pequeño contratiempo con  el wifi lo solucionó  sin demora .","{""wifi"": ""Tranquila y sin ruidos .Ana es muy  amable y servicial ; cuando surgi\u00f3 un peque\u00f1o contratiempo con  el wifi lo solucion\u00f3  sin demora ."", ""accuracy"": ""Ana's place is misrepresented."", ""comfort"": ""There were not enough linens and pillows.""}"
"363476","0.4757735562310031","658","{""accuracy"": 2, ""communication"": 1, ""cleanliness"": 2, ""maintenance"": 3, ""comfort"": 1, ""wifi"": 1}","maintenance","3.0","The shower is freezing, it did not have hot water at the apartment when we were there.","{""accuracy"": ""Les photos n'ont rien \u00e0 avoir avec la r\u00e9alit\u00e9 (vous pouvez diviser par 4 pour les dimensions r\u00e9elles par rapport \u00e0 ce que vous voyez sur les photos)."", ""communication"": ""Emplacement id\u00e9al (\u00e0 2 pas de Sol dans une rue plut\u00f4t calme)."", ""cleanliness"": ""There is  bugs  in  bed  room and  bed  room  is  too small..."", ""maintenance"": ""The shower is freezing, it did not have hot water at the apartment when we were there."", ""comfort"": ""We didn't fall asleep until 5am, because it is TOO HOT in the attic."", ""wifi"": ""El wifi es inestable en la zona del \u00e1tico, por lo cual era lento.""}"
"371532","0.583975","188","{""wifi"": 1}","wifi","1.0","La cocina y el horno funcionaron de maravilla, a lo igual que internet y la sala de baño tiene una ducha que tiene presión y la temperatura es perfecta.","{""wifi"": ""La cocina y el horno funcionaron de maravilla, a lo igual que internet y la sala de ba\u00f1o tiene una ducha que tiene presi\u00f3n y la temperatura es perfecta.""}"
"376379","0.4822613636363636","44","{""noise"": 1, ""cleanliness"": 1, ""maintenance"": 1, ""communication"": 1}","noise","1.0","Also, host informed that conditioner has to be switched off after 10pm as it is noisy and bothers neighbors.","{""noise"": ""Also, host informed that conditioner has to be switched off after 10pm as it is noisy and bothers neighbors."", ""cleanliness"": ""The one which was brought was so dirty I didnt risk to use it."", ""maintenance"": ""Unfortunately have to note that bathroom has not been cleaned properly \u2013 light bulb were broken, there were hair in the bath."", ""communication"": ""No response to booking, no answer to question regarding check in details.""}"
"402588","0.42020632411067194","253","{""noise"": 2, ""maintenance"": 5, ""wifi"": 4, ""accuracy"": 1, ""cleanliness"": 1, ""comfort"": 1}","maintenance","5.0","- The shower cap was broken and when I called them they came to fix it then the same day.","{""noise"": ""Even though the streets get really crowded in the night it was not too noisy."", ""maintenance"": ""- The shower cap was broken and when I called them they came to fix it then the same day."", ""wifi"": ""- Further there was no Wifi provided and I needed to ask for it too."", ""accuracy"": ""The unit is very much as described and well represented by the photos."", ""cleanliness"": ""There is a moldy smell that permeates the apartment and seems to be coming from the bathroom sink."", ""comfort"": ""The mattress is not a standard queen-sized mattress; it is 2 single-bed-sized mattresses pushed together.""}"
"404569","0.27515412844036696","109","{""noise"": 1, ""maintenance"": 1, ""accuracy"": 3}","accuracy","3.0","The listing was accurate but the apartment is very small and looks larger on photos.","{""noise"": ""Garbage collectors create terrible noise in the middle of the night if windows  left open but with closed windows it is quite."", ""maintenance"": ""It took them 4 days to replace broken coffee maker and to start washing machine required calling their technician to fix it."", ""accuracy"": ""The listing was accurate but the apartment is very small and looks larger on photos.""}"
"406341","0.3876874418604651","215","{""wifi"": 3, ""maintenance"": 1}","wifi","3.0","Desde as máquinas de lavar, Internet, chave de luz, trinca da porta, horários e dias do lixo, banheiros (deixou um lavabo só para mim), prateleiras nos armários da cozinha e geladeira , temperos, louça, tudo!","{""wifi"": ""Desde as m\u00e1quinas de lavar, Internet, chave de luz, trinca da porta, hor\u00e1rios e dias do lixo, banheiros (deixou um lavabo s\u00f3 para mim), prateleiras nos arm\u00e1rios da cozinha e geladeira , temperos, lou\u00e7a, tudo!"", ""maintenance"": ""ich hatte eine eigene G\u00e4stetoilette.""}"
"414763","0.434981746031746","126","{""noise"": 1, ""maintenance"": 1, ""wifi"": 1}","noise","1.0","It means some extra noise, which is of course normal near city center.","{""noise"": ""It means some extra noise, which is of course normal near city center."", ""maintenance"": ""Most of the furniture was worn out or somehow broken."", ""wifi"": ""Los problemas descritos anteriormente como internet, agua fr\u00eda no se presentaron en todo el tiempo.""}"
"449218","0.45701468812877266","497","{""accuracy"": 1, ""maintenance"": 1}","accuracy","1.0","Petit (1 seule piece comme vue sur les photos) mais très fonctionnel, tres propre et pres de tout .","{""accuracy"": ""Petit (1 seule piece comme vue sur les photos) mais tr\u00e8s fonctionnel, tres propre et pres de tout ."", ""maintenance"": ""At one point she blocked us from entering the room so she could lecture us again.""}"
"456165","0.15746666666666664","18","","","","",""
"459362","0.45482885906040266","149","{""maintenance"": 3, ""noise"": 2, ""wifi"": 1}","maintenance","3.0","Man kann von hier alle Sehenswürdigkeiten der Stadt (Königspalast, ägyptischer Tempel, Plaza de Mayor, ...) sowie die Fußgängerzone und die Parks (Retiro, Schlosspark) locker zu Fuß erreichen.","{""maintenance"": ""Man kann von hier alle Sehensw\u00fcrdigkeiten der Stadt (K\u00f6nigspalast, \u00e4gyptischer Tempel, Plaza de Mayor, ...) sowie die Fu\u00dfg\u00e4ngerzone und die Parks (Retiro, Schlosspark) locker zu Fu\u00df erreichen."", ""noise"": ""If you are a light sleeper do not stay here as it is a busy road with restaurants and a night club at the top of the road and kick out time makes lots of noise (we left at 4am for the airport and there were people still in the street)."", ""wifi"": ""Overall a good stay but communication between our check in person broke down when he couldn\u2019t give us the wifi password, I had to revert back to messaging through the app.""}"
"462072","0.6960592274678112","233","{""maintenance"": 1}","maintenance","1.0","Gerademal ein Block entfernt von U-Bahn, und genausoweit vom Hop-on touristik Bus.","{""maintenance"": ""Gerademal ein Block entfernt von U-Bahn, und genausoweit vom Hop-on touristik Bus.""}"
"469231","0.3546780487804878","82","{""noise"": 2, ""maintenance"": 3, ""comfort"": 2, ""cleanliness"": 1}","maintenance","3.0","If one showers bit longer, the next will most surly stay without warm water.","{""noise"": ""And taking into account that it is in the city centre, it is quite and you do not get any of that noise from the street."", ""maintenance"": ""If one showers bit longer, the next will most surly stay without warm water."", ""comfort"": ""It is very cold, no heating, so you have to make up your own ways to keep yourself warm."", ""cleanliness"": ""- Felt dusty and triggered our allergies.""}"
"470132","0.641174074074074","54","","","","",""
"471328","0.4126422535211267","213","{""accuracy"": 1, ""wifi"": 2, ""cleanliness"": 1, ""maintenance"": 2, ""noise"": 2}","wifi","2.0","No nos gusto que hayan entrado dos veces al departamento para ello sin autorización nuestra (la primera nos preguntaron cuándo íbamos a estar, pero sin wifi no pudimos ver el mensaje a tiempo; la segunda no avisaron).","{""accuracy"": ""L'appartement est moins lumineux que sur les photos, mais il est correctement \u00e9quip\u00e9, (il y a m\u00eame un p\u00e8se personne !)."", ""wifi"": ""No nos gusto que hayan entrado dos veces al departamento para ello sin autorizaci\u00f3n nuestra (la primera nos preguntaron cu\u00e1ndo \u00edbamos a estar, pero sin wifi no pudimos ver el mensaje a tiempo; la segunda no avisaron)."", ""cleanliness"": ""The closet is very dirty so I cannot use it at all."", ""maintenance"": ""The shower is the smallest shower I have ever seen, smaller then cruise ship shower."", ""noise"": ""This apartment is located in a very busy and noisy street with 4 or 5 bars underneath it.""}"
"479718","0.2664666666666667","33","","","","",""
"491070","0.5019576923076923","26","","","","",""
"502918","0.5484518918918919","185","{""maintenance"": 1, ""comfort"": 1}","maintenance","1.0","Elvira was also strict about closing the window shade when I left during the day, ""otherwise the apartment gets too hot."" The hot water in the shower runs out pretty fast.","{""maintenance"": ""Elvira was also strict about closing the window shade when I left during the day, \""otherwise the apartment gets too hot.\"" The hot water in the shower runs out pretty fast."", ""comfort"": ""Elvira was also strict about closing the window shade when I left during the day, \""otherwise the apartment gets too hot.\"" The hot water in the shower runs out pretty fast.""}"
"506956","0.3693588948787062","742","{""wifi"": 1}","wifi","1.0","La pena es que hubo un problema con el wifi, que no funcionó hasta la tarde del domingo.","{""wifi"": ""La pena es que hubo un problema con el wifi, que no funcion\u00f3 hasta la tarde del domingo.""}"
"507614","0.7655611111111111","54","","","","",""
"510973","0.4408952380952381","21","","","","",""
"514917","0.5244769230769231","26","","","","",""
"521367","0.5720445205479452","146","{""wifi"": 1}","wifi","1.0","Die Wohnung von Alfonso&Guillermo liegt absolut perfekt inmitten dem Barrio de las Letras in einer gepflegten Liegenschaft, ist hell, schön, sehr sauber, geräumig, perfekt eingerichtet, alles funktioniert, schöne Dachterrasse, schnelles Wifi.","{""wifi"": ""Die Wohnung von Alfonso&Guillermo liegt absolut perfekt inmitten dem Barrio de las Letras in einer gepflegten Liegenschaft, ist hell, sch\u00f6n, sehr sauber, ger\u00e4umig, perfekt eingerichtet, alles funktioniert, sch\u00f6ne Dachterrasse, schnelles Wifi.""}"
"522563","0.37099504132231403","121","{""accuracy"": 1, ""maintenance"": 1}","accuracy","1.0","(encore mieux que sur les photos).","{""accuracy"": ""(encore mieux que sur les photos)."", ""maintenance"": ""Beds are comfortable but the apartment has absolutely no privacy - rooms are open and there's no door or separation between the shower and the rest of the loft so you're quite exposed while bathing.""}"
"524003","0.6037190476190476","609","{""accuracy"": 1}","accuracy","1.0","L’appartement est très calme, la chambre et la salle de bain sont spacieuses et conformes aux photos.","{""accuracy"": ""L\u2019appartement est tr\u00e8s calme, la chambre et la salle de bain sont spacieuses et conformes aux photos.""}"
"526162","0.4404","1","","","","",""
"526513","0.40218488499452354","913","{""wifi"": 2, ""maintenance"": 1, ""noise"": 1}","wifi","2.0","En el piso hay conexión wifi, que iba estupendamente, aire acondicionado que funcionaba maravillosamente y se agradecía ante el calor que hacía en Madrid esos días, y algo que no esperábamos: un secador de pelo ( importante para las chicas)  aunque pequeňito pero vaya potencia tenía.","{""wifi"": ""En el piso hay conexi\u00f3n wifi, que iba estupendamente, aire acondicionado que funcionaba maravillosamente y se agradec\u00eda ante el calor que hac\u00eda en Madrid esos d\u00edas, y algo que no esper\u00e1bamos: un secador de pelo ( importante para las chicas)  aunque peque\u0148ito pero vaya potencia ten\u00eda."", ""maintenance"": ""One, the hot water goes out and you never really know what is the best time to shower since everyone living in the building is sharing from the same water heater, I would say that a minimum of two people can safely shower with hot water."", ""noise"": ""\u2022 Disadvantage: Very noisy from the treet and uoper floor.""}"
"531677","0.691718407960199","603","{""comfort"": 1}","comfort","1.0","He made me feel uncomfortable a couple times with inappropriate comments.","{""comfort"": ""He made me feel uncomfortable a couple times with inappropriate comments.""}"
"544736","0.292665","100","{""wifi"": 1, ""maintenance"": 1}","wifi","1.0","Fui por trabajo y tuve que trabajar también en casa con el ordenador, por lo que me alegré mucho de que internet fuera genial.","{""wifi"": ""Fui por trabajo y tuve que trabajar tambi\u00e9n en casa con el ordenador, por lo que me alegr\u00e9 mucho de que internet fuera genial."", ""maintenance"": ""(20-25mins apparently is a lot to freshen up, brush up and take a shower).""}"
"552183","0.4835037558685446","426","{""accuracy"": 1}","accuracy","1.0","J'ai choisi l'appartement de Belén car je l'ai trouvé bien placé et sur les photos chaleureux.","{""accuracy"": ""J'ai choisi l'appartement de Bel\u00e9n car je l'ai trouv\u00e9 bien plac\u00e9 et sur les photos chaleureux.""}"
"560941","0.3542978260869565","46","","","","",""
"568190","0.5094092307692307","195","{""wifi"": 1}","wifi","1.0","Concuerdo que la ducha es excelente y tambien la velocidad del internet.","{""wifi"": ""Concuerdo que la ducha es excelente y tambien la velocidad del internet.""}"
"578731","0.6117527542372881","472","{""wifi"": 2, ""noise"": 1, ""maintenance"": 2}","wifi","2.0","Centraal gelegen, schoon, lekkere bedden, goede douche, snelle wifi.","{""wifi"": ""Centraal gelegen, schoon, lekkere bedden, goede douche, snelle wifi."", ""noise"": ""A bit of street noise flows through, but nothing that was too loud."", ""maintenance"": ""The apartment is very old, the sink in the kitchen is difficult to drain, the freezer would not shut as it was frozen over and the pace is quite dark at night.""}"
"588382","0.63676","5","","","","",""
"588518","0.6413929411764706","85","","","","",""
"590710","0.4275057142857143","105","{""wifi"": 1}","wifi","1.0","Wifi en todo el piso sin problemas.","{""wifi"": ""Wifi en todo el piso sin problemas.""}"
"594298","0.5104890499194847","621","{""maintenance"": 3, ""wifi"": 1}","maintenance","3.0","The location is great but The window's glass was broken when we arrived and not declared by the host.","{""maintenance"": ""The location is great but The window's glass was broken when we arrived and not declared by the host."", ""wifi"": ""El WIFI no est\u00e1 actualizado en la aplicaci\u00f3n y tampoco lo consegu\u00edamos.""}"
"595055","0.7170263157894737","19","","","","",""
"598771","0.5125681034482759","116","{""wifi"": 1}","wifi","1.0","Alquilar un apartamento por internet siempre nos trae un poco de preocupacion.","{""wifi"": ""Alquilar un apartamento por internet siempre nos trae un poco de preocupacion.""}"
"599134","0.6918142857142857","7","","","","",""
"605339","0.5209189830508475","295","{""wifi"": 1}","wifi","1.0","Foi minha primeira experiência usando b2b.","{""wifi"": ""Foi minha primeira experi\u00eancia usando b2b.""}"
"610675","0.3733285714285714","7","","","","",""
"616027","0.51605","74","{""comfort"": 1}","comfort","1.0","Negative: Heating system does not work very well and neither the heating of water for the bath.","{""comfort"": ""Negative: Heating system does not work very well and neither the heating of water for the bath.""}"
"625566","0.460856","25","","","","",""
"628394","0.4754369565217392","92","{""noise"": 1, ""wifi"": 1, ""comfort"": 1, ""communication"": 1}","noise","1.0","We spent very little time there but when we were there the neighbours complained about the noise - we weren't even being that loud.","{""noise"": ""We spent very little time there but when we were there the neighbours complained about the noise - we weren't even being that loud."", ""wifi"": ""The Wifi signal is not very strong; if guests are downstairs or in the bedrooms upstairs, the signal is weak and results in very slow access to the Internet."", ""comfort"": ""Additionally, the mattresses were not comfortable and dipped in the middle in the upstairs bedrooms, as if they had been overused."", ""communication"": ""No response from owner.""}"
"643471","0.49101666666666666","48","{""cleanliness"": 1, ""comfort"": 1}","cleanliness","1.0","Also the bedlinen were used and dirty and smelled like they were washed for the last time more than half a year ago!","{""cleanliness"": ""Also the bedlinen were used and dirty and smelled like they were washed for the last time more than half a year ago!"", ""comfort"": ""In his advertisment in airbnb they write that everything you need is available, also heating...but it dind`t work, also when I asked Manu to switch it on!""}"
"644656","0.4657","4","","","","",""
"655514","0.27305999999999997","5","","","","",""
"663761","0.7041999999999999","4","","","","",""
"684564","0.6622954285714286","175","{""accuracy"": 2, ""comfort"": 1}","accuracy","2.0","Appartement fonctionnel, propre et fidèle aux photos.","{""accuracy"": ""Appartement fonctionnel, propre et fid\u00e8le aux photos."", ""comfort"": ""Mattresses are so comfy!!""}"
"688795","0.5320113475177305","282","{""accuracy"": 2, ""noise"": 1, ""comfort"": 2, ""cleanliness"": 1, ""maintenance"": 1}","accuracy","2.0","Nous avons visité cet appartement très mignon et correspondant bien aux photos mais n'y avons pas séjourné car l'ancien chauffage de l'immeuble ne fonctionnait plus et la nouvelle installation était totalement insuffisante pour passer un séjour confortable fin janvier.","{""accuracy"": ""Nous avons visit\u00e9 cet appartement tr\u00e8s mignon et correspondant bien aux photos mais n'y avons pas s\u00e9journ\u00e9 car l'ancien chauffage de l'immeuble ne fonctionnait plus et la nouvelle installation \u00e9tait totalement insuffisante pour passer un s\u00e9jour confortable fin janvier."", ""noise"": ""It gets noisy as expected due to the location."", ""comfort"": ""Old very stained pillows, scratchy linens, no sheets provided."", ""cleanliness"": ""Dirty pillows and towels, broken glass in a cabinet, and overall poor hygiene."", ""maintenance"": ""Dirty pillows and towels, broken glass in a cabinet, and overall poor hygiene.""}"
"689099","0.24711333333333332","15","","","","",""
"696928","0.2661798165137615","109","{""wifi"": 1}","wifi","1.0","Buena ubicación y wifi en el apartamento.","{""wifi"": ""Buena ubicaci\u00f3n y wifi en el apartamento.""}"
"704155","0.6071290249433107","441","{""noise"": 1}","noise","1.0","2 minute walk to Plaza Mayor, but is on a loud, busy street.","{""noise"": ""2 minute walk to Plaza Mayor, but is on a loud, busy street.""}"
"709208","0.6379997679814384","862","{""maintenance"": 3}","maintenance","3.0","Enjoyed our stay with Luz  Be careful with the vanity basin in the bathroom - it is broken.","{""maintenance"": ""Enjoyed our stay with Luz  Be careful with the vanity basin in the bathroom - it is broken.""}"
